Geo Point;Geo Shape;ID;Code TAF/TAP;Nom symbolique;Abréviation LST FR courte;Abréviation LST NL courte;Abréviation LST FR complète;Abréviation LST NL complète;Nom FR court;Nom NL court;Nom FR moyen;Nom NL moyen;Nom FR complet;Nom NL complet;Classification en néerlandais;Classification en anglais;Classification en anglais
51.3004584406,4.35648732324;"{""type"": ""Point"", ""coordinates"": [4.35648732323626, 51.30045844064015]}";46;BE00046;FNDB1;ANTW-ND-B1;ANTW-ND-B1;ANTWERPEN-NOORD-BUNDEL B1;ANTWERPEN-NOORD-BUNDEL B1;Antw-Nd-B1;Antw-Nd-B1;Antw-Nd-Bundel B1;Antw-Nd-Bundel B1;Antwerpen-Noord-Bundel B1;Antwerpen-Noord-Bundel B1;Station;Gare;Gare
51.1906210045,3.22169372494;"{""type"": ""Point"", ""coordinates"": [3.221693724942898, 51.1906210044652]}";1373;BE01373;FRVA;BRUGGE-A;BRUGGE-A;BRUGGE-BUNDEL A;BRUGGE-BUNDEL A;Brugge-A;Brugge-A;Brugge-Bundel A;Brugge-Bundel A;Brugge-Bundel A;Brugge-Bundel A;Station;Gare;Gare
51.2967424097,4.37274373076;"{""type"": ""Point"", ""coordinates"": [4.372743730764781, 51.296742409671005]}";47;BE00047;FNDB2;ANTW-ND-B2;ANTW-ND-B2;ANTWERPEN-NOORD-BUNDEL B2;ANTWERPEN-NOORD-BUNDEL B2;Antw-Nd-B2;Antw-Nd-B2;Antw-Nd-Bundel B2;Antw-Nd-Bundel B2;Antwerpen-Noord-Bundel B2;Antwerpen-Noord-Bundel B2;Station;Gare;Gare
51.2937086586,4.39086507115;"{""type"": ""Point"", ""coordinates"": [4.390865071152053, 51.2937086586466]}";179;BE00179;FNDA1;ANTW-ND-A1;ANTW-ND-A1;ANTWERPEN-NOORD-BUNDEL A1;ANTWERPEN-NOORD-BUNDEL A1;Antw-Nd-A1;Antw-Nd-A1;Antw-Nd-Bundel A1;Antw-Nd-Bundel A1;Antwerpen-Noord-Bundel A1;Antwerpen-Noord-Bundel A1;Station;Gare;Gare
51.0408930002,3.68517699573;"{""type"": ""Point"", ""coordinates"": [3.685176995726824, 51.040893000160125]}";1498;BE01498;FGSPB;GENT-ST-P-B;GENT-ST-P-B;GENT-SINT-PIETERS-BUNDEL B;GENT-SINT-PIETERS-BUNDEL B;Gent-St-P-B;Gent-St-P-B;Gent-St-P-Bundel B;Gent-St-P-Bundel B;Gent-Sint-Pieters-Bundel B;Gent-Sint-Pieters-Bundel B;Station;Gare;Gare
50.4061016365,4.42988321802;"{""type"": ""Point"", ""coordinates"": [4.429883218024067, 50.40610163645991]}";2027;BE02027;FCRA;CHARLEROI-A;CHARLEROI-A;CHARLEROI-FAISCEAU A;CHARLEROI-FAISCEAU A;Charleroi-A;Charleroi-A;Charleroi-Faisceau A;Charleroi-Faisceau A;Charleroi-Faisceau A;Charleroi-Faisceau A;Station;Gare;Gare
51.1807150001,3.22933699589;"{""type"": ""Point"", ""coordinates"": [3.229336995894955, 51.180715000063806]}";23;BE00023;FRSTN;STEENBRUGGE;STEENBRUGGE;STEENBRUGGE;STEENBRUGGE;Steenbrugge;Steenbrugge;Steenbrugge;Steenbrugge;Steenbrugge;Steenbrugge;Dienstinstallatie;Installation de service;Installation de service
51.082359752,3.73366158514;"{""type"": ""Point"", ""coordinates"": [3.733661585136385, 51.08235975202082]}";2017;BE02017;GGDOK;GROOT DOK;GROOT DOK;GENT-ZEEHAVEN-GROOT DOK;GENT-ZEEHAVEN-GROOT DOK;Groot Dok;Groot Dok;Gent-Zeehaven-Gr.Dok;Gent-Zeehaven-Gr.Dok;Gent-Zeehaven-Groot Dok;Gent-Zeehaven-Groot Dok;Station;Gare;Gare
50.4359900004,4.39165599543;"{""type"": ""Point"", ""coordinates"": [4.391655995425328, 50.43599000044756]}";80;BE00080;LNCR;MONCEAU-R;MONCEAU-R;MONCEAU-RECEPTION;MONCEAU-RECEPTION;Monceau-R;Monceau-R;Monceau-Réception;Monceau-Réception;Monceau-Réception;Monceau-Réception;Station;Gare;Gare
50.8173821421,4.31458329633;"{""type"": ""Point"", ""coordinates"": [4.314583296328832, 50.817382142111825]}";1688;BE01688;FBMA;BRUX-M-A.TGV;BRUS-Z-W.HST;BRUXELLES-MIDI-A.T.-TGV;BRUSSEL-ZUID-T.W.-HST;Brux-M-A.TGV;Brus-Z-W.HST;Bruxelles-M-AT-TGV;Brussel-Zuid-TW-HST;Bruxelles-Midi-A.T.-TGV;Brussel-Zuid-T.W.-HST;Dienstinstallatie;Installation de service;Installation de service
51.2934718618,4.37125011235;"{""type"": ""Point"", ""coordinates"": [4.371250112353585, 51.293471861791794]}";56;BE00056;FNDC2;ANTW-ND-C2;ANTW-ND-C2;ANTWERPEN-NOORD-BUNDEL C2;ANTWERPEN-NOORD-BUNDEL C2;Antw-Nd-C2;Antw-Nd-C2;Antw-Nd-Bundel C2;Antw-Nd-Bundel C2;Antwerpen-Noord-Bundel C2;Antwerpen-Noord-Bundel C2;Station;Gare;Gare
51.2574480002,4.37228199551;"{""type"": ""Point"", ""coordinates"": [4.372281995511434, 51.257448000164906]}";85;BE00085;GRLND;GROENLAND;GROENLAND;ANTWERPEN-D.S.-GROENLAND;ANTWERPEN-D.S.-GROENLAND;Groenland;Groenland;Antw-DS-Groenland;Antw-DS-Groenland;Antwerpen-D.S.-Groenland;Antwerpen-D.S.-Groenland;Station;Gare;Gare
51.1952607285,4.43689910699;"{""type"": ""Point"", ""coordinates"": [4.436899106994515, 51.195260728458514]}";487;BE00487;FCVGH;GROENENHOEK;GROENENHOEK;GROENENHOEK-WIJKBUNDEL;GROENENHOEK-WIJKBUNDEL;Groenenhoek;Groenenhoek;Groenenhoek-Wijkbund;Groenenhoek-Wijkbund;Groenenhoek-Wijkbundel;Groenenhoek-Wijkbundel;Station;Gare;Gare
50.6047836458,5.56137278106;"{""type"": ""Point"", ""coordinates"": [5.561372781062599, 50.604783645771406]}";1427;BE01427;NKREC;KINKEMP-REC;KINKEMP-REC;KINKEMPOIS-RECEPTION;KINKEMPOIS-RECEPTION;Kinkemp-Réc;Kinkemp-Réc;Kinkempois-Réception;Kinkempois-Réception;Kinkempois-Réception;Kinkempois-Réception;Station;Gare;Gare
51.0336391149,5.33078408938;"{""type"": ""Point"", ""coordinates"": [5.33078408937889, 51.03363911488992]}";1231;BE01231;MZD;ZOLDER;ZOLDER;ZOLDER;ZOLDER;Zolder;Zolder;Zolder;Zolder;Zolder;Zolder;Stopplaats;Point d'arrêt;Point d'arrêt
51.1876518491,3.22325688834;"{""type"": ""Point"", ""coordinates"": [3.223256888337735, 51.18765184906112]}";1374;BE01374;FRVB;BRUGGE-B;BRUGGE-B;BRUGGE-BUNDEL B;BRUGGE-BUNDEL B;Brugge-B;Brugge-B;Brugge-Bundel B;Brugge-Bundel B;Brugge-Bundel B;Brugge-Bundel B;Station;Gare;Gare
51.2897459088,4.39154853927;"{""type"": ""Point"", ""coordinates"": [4.391548539267761, 51.28974590876177]}";204;BE00204;FNDN;ANTW-ND-N;ANTW-ND-N;ANTWERPEN-NOORD-BUNDEL N;ANTWERPEN-NOORD-BUNDEL N;Antw-Nd-N;Antw-Nd-N;Antw-Nd-Bundel N;Antw-Nd-Bundel N;Antwerpen-Noord-Bundel N;Antwerpen-Noord-Bundel N;Station;Gare;Gare
50.5529473557,4.55049058699;"{""type"": ""Point"", ""coordinates"": [4.550490586989333, 50.552947355674085]}";1155;BE01155;GTIG;TILLY-GARAGE;TILLY-GARAGE;TILLY-GARAGE;TILLY-GARAGE;Tilly-Garage;Tilly-Garage;Tilly-Garage;Tilly-Garage;Tilly-Garage;Tilly-Garage;Station;Gare;Gare
51.0160437954,3.77346384284;"{""type"": ""Point"", ""coordinates"": [3.773463842835944, 51.01604379540697]}";823;BE00823;FKRCH;MERELB-CHW;MERELB-CHW;MERELBEKE-C.H.W.;MERELBEKE-C.H.W.;Merelb-CHW;Merelb-CHW;Merelbeke-C.H.W.;Merelbeke-C.H.W.;Merelbeke-C.H.W.;Merelbeke-C.H.W.;Dienstinstallatie;Installation de service;Installation de service
51.222204077,4.44510783052;"{""type"": ""Point"", ""coordinates"": [4.445107830520157, 51.22220407698326]}";63;BE00063;FNZGQ;ANTW-SCHPT-Q;ANTW-SCHPT-Q;ANTWERPEN-SCHIJNPOORT-BUNDEL Q;ANTWERPEN-SCHIJNPOORT-BUNDEL Q;Anv-Schpt-Q;Antw-Schpt-Q;Antw-Schijnp-Bund.Q;Antw-Schijnp-Bund.Q;Anvers-Schijnpoort-Faisceau Q;Antwerpen-Schijnpoort-Bundel Q;Station;Gare;Gare
50.7076517768,4.595155145;"{""type"": ""Point"", ""coordinates"": [4.595155144998519, 50.70765177681461]}";153;BE00153;FBRG;BIERGES-WAL;BIERGES-WAL;BIERGES-WALIBI;BIERGES-WALIBI;Bierges-Wal;Bierges-Wal;Bierges-Walibi;Bierges-Walibi;Bierges-Walibi;Bierges-Walibi;Stopplaats;Point d'arrêt;Point d'arrêt
51.0197110002,3.7664369957;"{""type"": ""Point"", ""coordinates"": [3.766436995697053, 51.01971100017626]}";1386;BE01386;FKRSW;MERELB-SASTW;MERELB-SASTW;MERELBEKE-SAS T.W.;MERELBEKE-SAS T.W.;Merelb-SasTW;Merelb-SasTW;Merelbeke-Sas T.W.;Merelbeke-Sas T.W.;Merelbeke-Sas T.W.;Merelbeke-Sas T.W.;Dienstinstallatie;Installation de service;Installation de service
51.0228300002,3.7604099957;"{""type"": ""Point"", ""coordinates"": [3.760409995699411, 51.022830000174565]}";194;BE00194;FKRCL;MERELBEKE-C;MERELBEKE-C;MERELBEKE-CENTRAAL;MERELBEKE-CENTRAAL;Merelbeke-C;Merelbeke-C;Merelbeke-Centraal;Merelbeke-Centraal;Merelbeke-Centraal;Merelbeke-Centraal;Station;Gare;Gare
50.7792668437,4.65160133691;"{""type"": ""Point"", ""coordinates"": [4.651601336908376, 50.77926684369623]}";954;BE00954;FPC;PECROT;PECROT;PECROT;PECROT;Pecrot;Pecrot;Pecrot;Pecrot;Pecrot;Pecrot;Stopplaats;Point d'arrêt;Point d'arrêt
50.7801420002,3.20397499587;"{""type"": ""Point"", ""coordinates"": [3.203974995865105, 50.78014200019425]}";2013;BE02013;FWULR;LAUWE-LAR;LAUWE-LAR;LAUWE-L.A.R.;LAUWE-L.A.R.;Lauwe-LAR;Lauwe-LAR;Lauwe-L.A.R.;Lauwe-L.A.R.;Lauwe-L.A.R.;Lauwe-L.A.R.;Verbinding;Raccordement;Raccordement
50.9362634536,5.30391956156;"{""type"": ""Point"", ""coordinates"": [5.303919561561317, 50.93626345361819]}";524;BE00524;FHSA;HASSELT-AFW;HASSELT-AFW;HASSELT-AFWISSELING;HASSELT-AFWISSELING;Hasselt-Afw;Hasselt-Afw;Hasselt-Afwisseling;Hasselt-Afwisseling;Hasselt-Afwisseling;Hasselt-Afwisseling;Station;Gare;Gare
51.0387803323,3.75608302189;"{""type"": ""Point"", ""coordinates"": [3.756083021889782, 51.03878033234662]}";447;BE00447;FUGE;GENTBRUGGE;GENTBRUGGE;GENTBRUGGE;GENTBRUGGE;Gentbrugge;Gentbrugge;Gentbrugge;Gentbrugge;Gentbrugge;Gentbrugge;Stopplaats;Point d'arrêt;Point d'arrêt
51.0136354713,3.77915158602;"{""type"": ""Point"", ""coordinates"": [3.779151586015397, 51.013635471250424]}";2048;BE02048;FMLTW;MELLE-TW;MELLE-TW;MELLE-T.W.;MELLE-T.W.;Melle-TW;Melle-TW;Melle-T.W.;Melle-T.W.;Melle-T.W.;Melle-T.W.;Dienstinstallatie;Installation de service;Installation de service
50.4406500004,4.39338799543;"{""type"": ""Point"", ""coordinates"": [4.39338799542519, 50.440650000446134]}";1812;BE01812;LNC16;MONCEAU-BL16;MONCEAU-BL16;MONCEAU-BLOCK 16;MONCEAU-BLOCK 16;Monceau-Bl16;Monceau-Bl16;Monceau-Block 16;Monceau-Block 16;Monceau-Block 16;Monceau-Block 16;Rooster;Gril;Gril
50.4527282694,4.69381369164;"{""type"": ""Point"", ""coordinates"": [4.693813691641501, 50.45272826943378]}";870;BE00870;FMT;MOUSTIER;MOUSTIER;MOUSTIER;MOUSTIER;Moustier;Moustier;Moustier;Moustier;Moustier;Moustier;Stopplaats;Point d'arrêt;Point d'arrêt
51.2918150001,4.23426499556;"{""type"": ""Point"", ""coordinates"": [4.234264995562333, 51.291815000137746]}";1457;BE01457;VITCR;V.ITC RUBIS;V.ITC RUBIS;VERB.ITC RUBIS;VERB.ITC RUBIS;V.ITC Rubis;V.ITC Rubis;Verb.ITC Rubis;Verb.ITC Rubis;Verb.ITC Rubis;Verb.ITC Rubis;Verbinding;Raccordement;Raccordement
50.8163986943,4.31410314524;"{""type"": ""Point"", ""coordinates"": [4.314103145237515, 50.816398694341515]}";429;BE00429;FOCW;FOREST-CARW;VORST-CARW;FOREST-CARWASH;VORST-CARWASH;Forest-Carw;Vorst-Carw;Forest-Carwash;Vorst-Carwash;Forest-Carwash;Vorst-Carwash;Dienstinstallatie;Installation de service;Installation de service
51.022023323,4.80043991477;"{""type"": ""Point"", ""coordinates"": [4.800439914772674, 51.02202332295356]}";132;BE00132;GBD;BEGIJNENDIJK;BEGIJNENDIJK;BEGIJNENDIJK;BEGIJNENDIJK;Begijnendijk;Begijnendijk;Begijnendijk;Begijnendijk;Begijnendijk;Begijnendijk;Stopplaats;Point d'arrêt;Point d'arrêt
51.2646476321,4.1994919709;"{""type"": ""Point"", ""coordinates"": [4.199491970898288, 51.26464763209439]}";1518;BE01518;VTBKN;V.TABAKNATIE;V.TABAKNATIE;VERB.TABAKSNATIE;VERB.TABAKSNATIE;V.Tabaknatie;V.Tabaknatie;Verb.Tabaksnatie;Verb.Tabaksnatie;Verb.Tabaksnatie;Verb.Tabaksnatie;Verbinding;Raccordement;Raccordement
51.2906624232,4.38513831445;"{""type"": ""Point"", ""coordinates"": [4.385138314449755, 51.290662423183726]}";1505;BE01505;FNDBV;ANTW-ND-BVRD;ANTW-ND-BVRD;ANTWERPEN-NOORD-BUNDEL BVRD;ANTWERPEN-NOORD-BUNDEL BVRD;Antw-Nd-Bvrd;Antw-Nd-Bvrd;Antw-Nd-Bundel Bvrd;Antw-Nd-Bundel Bvrd;Antwerpen-Noord-Bundel Bvrd;Antwerpen-Noord-Bundel Bvrd;Station;Gare;Gare
50.9328965455,4.21658118527;"{""type"": ""Point"", ""coordinates"": [4.216581185274296, 50.93289654548454]}";841;BE00841;LHL;MOLLEM;MOLLEM;MOLLEM;MOLLEM;Mollem;Mollem;Mollem;Mollem;Mollem;Mollem;Stopplaats;Point d'arrêt;Point d'arrêt
51.0171219806,4.48836522247;"{""type"": ""Point"", ""coordinates"": [4.488365222468085, 51.017121980550314]}";816;BE00816;FMW;MECHELEN-CW;MECHELEN-CW;MECHELEN-C.W.;MECHELEN-C.W.;Mechelen-CW;Mechelen-CW;Mechelen-C.W.;Mechelen-C.W.;Mechelen-C.W.;Mechelen-C.W.;Dienstinstallatie;Installation de service;Installation de service
50.4212397885,4.53795422093;"{""type"": ""Point"", ""coordinates"": [4.537954220934621, 50.42123978852081]}";300;BE00300;FCLC;CHATELET-C;CHATELET-C;CHATELET-FAISCEAU C;CHATELET-FAISCEAU C;Châtelet-C;Châtelet-C;Châtelet-Faisceau C;Châtelet-Faisceau C;Châtelet-Faisceau C;Châtelet-Faisceau C;Station;Gare;Gare
50.9819038308,4.57399271213;"{""type"": ""Point"", ""coordinates"": [4.573992712130735, 50.98190383081618]}";190;BE00190;FOB;BOORTMEERB;BOORTMEERB;BOORTMEERBEEK;BOORTMEERBEEK;Boortmeerb;Boortmeerb;Boortmeerbeek;Boortmeerbeek;Boortmeerbeek;Boortmeerbeek;Stopplaats;Point d'arrêt;Point d'arrêt
50.817908616,3.2494617351;"{""type"": ""Point"", ""coordinates"": [3.249461735099442, 50.81790861597324]}";1690;BE01690;LKOP;KORTRIJK-TOP;KORTRIJK-TOP;KORTRIJK-T.O.P.;KORTRIJK-T.O.P.;Kortrijk-TOP;Kortrijk-TOP;Kortrijk-T.O.P.;Kortrijk-T.O.P.;Kortrijk-T.O.P.;Kortrijk-T.O.P.;Dienstinstallatie;Installation de service;Installation de service
50.9369249724,5.30675084248;"{""type"": ""Point"", ""coordinates"": [5.306750842482204, 50.93692497243333]}";525;BE00525;FHSW;HASSELT-TW;HASSELT-TW;HASSELT-T.W.;HASSELT-T.W.;Hasselt-TW;Hasselt-TW;Hasselt-T.W.;Hasselt-T.W.;Hasselt-T.W.;Hasselt-T.W.;Dienstinstallatie;Installation de service;Installation de service
50.8547570077,4.39427420887;"{""type"": ""Point"", ""coordinates"": [4.394274208868759, 50.85475700768874]}";812;BE00812;MEI;MEISER;MEISER;MEISER;MEISER;Meiser;Meiser;Meiser;Meiser;Meiser;Meiser;Stopplaats;Point d'arrêt;Point d'arrêt
51.3003620001,4.35451999552;"{""type"": ""Point"", ""coordinates"": [4.354519995521622, 51.30036200014852]}";1485;BE01485;FNDCH;ANTW-ND-CHW;ANTW-ND-CHW;ANTWERPEN-NOORD-C.H.W.;ANTWERPEN-NOORD-C.H.W.;Antw-Nd-CHW;Antw-Nd-CHW;Antw-Nd-C.H.W.;Antw-Nd-C.H.W.;Antwerpen-Noord-C.H.W.;Antwerpen-Noord-C.H.W.;Dienstinstallatie;Installation de service;Installation de service
50.9078513029,4.42129701072;"{""type"": ""Point"", ""coordinates"": [4.421297010724063, 50.90785130285396]}";1571;BE01571;YMCHL;Y.MACHELEN;Y.MACHELEN;Y.MACHELEN;Y.MACHELEN;Y.Machelen;Y.Machelen;Y.Machelen;Y.Machelen;Y.Machelen;Y.Machelen;Vertakking;Bifurcation;Bifurcation
50.4820591692,3.69930207685;"{""type"": ""Point"", ""coordinates"": [3.699302076851208, 50.482059169230574]}";519;BE00519;FRH;HARCHIES;HARCHIES;HARCHIES;HARCHIES;Harchies;Harchies;Harchies;Harchies;Harchies;Harchies;Stopplaats;Point d'arrêt;Point d'arrêt
50.609179218,5.57488084523;"{""type"": ""Point"", ""coordinates"": [5.574880845226492, 50.609179218024934]}";640;BE00640;NKAO;KINKEM-AT-O;KINKEM-AT-O;KINKEMPOIS-A.T.(OLD);KINKEMPOIS-A.T.(OLD);Kinkem-AT-O;Kinkem-AT-O;Kinkempois-A.T.(OLD);Kinkempois-A.T.(OLD);Kinkempois-A.T.(OLD);Kinkempois-A.T.(OLD);Dienstinstallatie;Installation de service;Installation de service
51.0832967467,4.34684934481;"{""type"": ""Point"", ""coordinates"": [4.346849344811974, 51.08329674673827]}";1446;BE01446;VPRAY;V.PRAYON-RUP;V.PRAYON-RUP;VERB.PRAYON-RUPEL;VERB.PRAYON-RUPEL;V.Prayon-Rup;V.Prayon-Rup;Verb.Prayon-Rupel;Verb.Prayon-Rupel;Verb.Prayon-Rupel;Verb.Prayon-Rupel;Verbinding;Raccordement;Raccordement
51.022081856,4.11720857071;"{""type"": ""Point"", ""coordinates"": [4.117208570707187, 51.02208185603284]}";1730;BE01730;FSI;SINT-GILLIS;SINT-GILLIS;SINT-GILLIS(DENDERMONDE);SINT-GILLIS(DENDERMONDE);Sint-Gillis;Sint-Gillis;Sint-Gillis(Denderm);Sint-Gillis(Denderm);Sint-Gillis(Termonde);Sint-Gillis(Dendermonde);Stopplaats;Point d'arrêt;Point d'arrêt
50.8172240002,3.24642299585;"{""type"": ""Point"", ""coordinates"": [3.246422995854343, 50.81722400018651]}";650;BE00650;LKV;KORTRIJK-G;KORTRIJK-G;KORTRIJK-GOEDEREN;KORTRIJK-GOEDEREN;Kortrijk-G;Kortrijk-G;Kortrijk-Goederen;Kortrijk-Goederen;Kortrijk-Goederen;Kortrijk-Goederen;Station;Gare;Gare
50.4131173301,4.53106643762;"{""type"": ""Point"", ""coordinates"": [4.531066437619977, 50.41311733005742]}";2088;BE02088;RAPRM;RACC.APERAM;RACC.APERAM;RACC.APERAM;RACC.APERAM;Racc.Aperam;Racc.Aperam;Racc.Aperam;Racc.Aperam;Racc.Aperam;Racc.Aperam;Verbinding;Raccordement;Raccordement
50.536335795,3.96214354716;"{""type"": ""Point"", ""coordinates"": [3.962143547161483, 50.536335795046654]}";805;BE00805;FYP;MASNUY-ST-P;MASNUY-ST-P;MASNUY-SAINT-PIERRE;MASNUY-SAINT-PIERRE;Masnuy-St-P;Masnuy-St-P;Masnuy-Saint-Pierre;Masnuy-Saint-Pierre;Masnuy-Saint-Pierre;Masnuy-Saint-Pierre;Stopplaats;Point d'arrêt;Point d'arrêt
51.2965763724,4.35633363278;"{""type"": ""Point"", ""coordinates"": [4.356333632779342, 51.29657637240346]}";1911;BE01911;FNDC3;ANTW-ND-C3;ANTW-ND-C3;ANTWERPEN-NOORD-BUNDEL C3;ANTWERPEN-NOORD-BUNDEL C3;Antw-Nd-C3;Antw-Nd-C3;Antw-Nd-Bundel C3;Antw-Nd-Bundel C3;Antwerpen-Noord-Bundel C3;Antwerpen-Noord-Bundel C3;Station;Gare;Gare
51.2205696272,2.9337593871;"{""type"": ""Point"", ""coordinates"": [2.933759387095012, 51.220569627182606]}";932;BE00932;FSDA;OOSTENDE-A;OOSTENDE-A;OOSTENDE-BUNDEL A;OOSTENDE-BUNDEL A;Oostende-A;Oostende-A;Oostende-Bundel A;Oostende-Bundel A;Oostende-Bundel A;Oostende-Bundel A;Station;Gare;Gare
50.9080894126,4.41758767828;"{""type"": ""Point"", ""coordinates"": [4.417587678276539, 50.90808941262245]}";229;BE00229;BUDA;BUDA;BUDA;BUDA;BUDA;Buda;Buda;Buda;Buda;Buda;Buda;Stopplaats;Point d'arrêt;Point d'arrêt
51.0910968398,3.74990590986;"{""type"": ""Point"", ""coordinates"": [3.749905909857486, 51.09109683977153]}";1471;BE01471;SIFFL;SIFFERDOK-LO;SIFFERDOK-LO;GENT-ZEEHAVEN-SIFFERDOK L.O.;GENT-ZEEHAVEN-SIFFERDOK L.O.;Sifferdok-LO;Sifferdok-LO;Gent-Zeeh-Sifferd LO;Gent-Zeeh-Sifferd LO;Gent-Zeehaven-Sifferdok L.O.;Gent-Zeehaven-Sifferdok L.O.;Station;Gare;Gare
50.7247234096,5.93809376184;"{""type"": ""Point"", ""coordinates"": [5.93809376183657, 50.72472340957928]}";858;BE00858;GMN;MONTZEN;MONTZEN;MONTZEN;MONTZEN;Montzen;Montzen;Montzen;Montzen;Montzen;Montzen;Station;Gare;Gare
50.4929517711,4.29025278312;"{""type"": ""Point"", ""coordinates"": [4.290252783116736, 50.492951771086986]}";471;BE00471;FDI;GODARVILLE;GODARVILLE;GODARVILLE;GODARVILLE;Godarville;Godarville;Godarville;Godarville;Godarville;Godarville;Stopplaats;Point d'arrêt;Point d'arrêt
50.9433709652,5.49155661126;"{""type"": ""Point"", ""coordinates"": [5.491556611261879, 50.943370965237946]}";444;BE00444;FKGRH;GENK-Z-HAVEN;GENK-Z-HAVEN;GENK-ZUID-R.O.-HAVEN;GENK-ZUID-R.O.-HAVEN;Genk-Z-Haven;Genk-Z-Haven;Genk-Zuid-R.O.-Haven;Genk-Zuid-R.O.-Haven;Genk-Zuid-R.O.-Haven;Genk-Zuid-R.O.-Haven;Station;Gare;Gare
50.8899656012,4.71325219673;"{""type"": ""Point"", ""coordinates"": [4.71325219673458, 50.889965601187356]}";2097;BE02097;FLVF;LEUVEN-F;LEUVEN-F;LEUVEN-BUNDEL F;LEUVEN-BUNDEL F;Leuven-F;Leuven-F;Leuven-Bundel F;Leuven-Bundel F;Leuven-Bundel F;Leuven-Bundel F;Station;Gare;Gare
50.2225353915,5.34617844764;"{""type"": ""Point"", ""coordinates"": [5.346178447642492, 50.222535391457455]}";788;BE00788;MCH;MARCHE-FAM;MARCHE-FAM;MARCHE-EN-FAMENNE;MARCHE-EN-FAMENNE;Marche-Fam;Marche-Fam;Marche-en-Famenne;Marche-en-Famenne;Marche-en-Famenne;Marche-en-Famenne;Stopplaats;Point d'arrêt;Point d'arrêt
50.6123105573,4.35026082745;"{""type"": ""Point"", ""coordinates"": [4.350260827452667, 50.612310557348415]}";125;BE00125;FSU;BAULERS;BAULERS;BAULERS;BAULERS;Baulers;Baulers;Baulers;Baulers;Baulers;Baulers;Station;Gare;Gare
51.1559280024,3.74824299609;"{""type"": ""Point"", ""coordinates"": [3.748242996089981, 51.15592800235933]}";1926;BE01926;FZNKN;B.ZANDEKEN;B.ZANDEKEN;EVERGEM-BUNDEL ZANDEKEN;EVERGEM-BUNDEL ZANDEKEN;B.Zandeken;B.Zandeken;Evergem-B.Zandeken;Evergem-B.Zandeken;Evergem-Bundel Zandeken;Evergem-Bundel Zandeken;Station;Gare;Gare
50.6584378964,5.46078656285;"{""type"": ""Point"", ""coordinates"": [5.460786562849605, 50.65843789643838]}";155;BE00155;FTI;BIERSET-AW;BIERSET-AW;BIERSET-AWANS;BIERSET-AWANS;Bierset-Aw;Bierset-Aw;Bierset-Awans;Bierset-Awans;Bierset-Awans;Bierset-Awans;Stopplaats;Point d'arrêt;Point d'arrêt
51.1951057573,4.36686779986;"{""type"": ""Point"", ""coordinates"": [4.366867799856104, 51.19510575732436]}";42;BE00042;FNKL;ANTW-KIEL;ANTW-KIEL;ANTWERPEN-KIEL;ANTWERPEN-KIEL;Anvers-Kiel;Antw-Kiel;Anvers-Kiel;Antwerpen-Kiel;Anvers-Kiel;Antwerpen-Kiel;Station;Gare;Gare
50.8904874096,4.71521205623;"{""type"": ""Point"", ""coordinates"": [4.715212056234587, 50.890487409605576]}";718;BE00718;FLVV;LEUVEN-M;LEUVEN-M;LEUVEN-BUNDEL M;LEUVEN-BUNDEL M;Leuven-M;Leuven-M;Leuven-Bundel M;Leuven-Bundel M;Leuven-Bundel M;Leuven-Bundel M;Station;Gare;Gare
50.6269251489,5.93868646571;"{""type"": ""Point"", ""coordinates"": [5.938686465712419, 50.62692514885076]}";331;BE00331;GDL;DOLHAIN-GIL;DOLHAIN-GIL;DOLHAIN-GILEPPE;DOLHAIN-GILEPPE;Dolhain-Gil;Dolhain-Gil;Dolhain-Gileppe;Dolhain-Gileppe;Dolhain-Gileppe;Dolhain-Gileppe;Stopplaats;Point d'arrêt;Point d'arrêt
51.3061134863,3.19173365694;"{""type"": ""Point"", ""coordinates"": [3.191733656936673, 51.30611348626512]}";2043;BE02043;BZWDM;B.ZW'DAMME;B.ZW'DAMME;ZEEBRUGGE-BUNDEL ZWANKENDAMME;ZEEBRUGGE-BUNDEL ZWANKENDAMME;B.Zw'damme;B.Zw'damme;Zeebrugge-B.Zw'damme;Zeebrugge-B.Zw'damme;Zeebrugge-Bundel Zwankendamme;Zeebrugge-Bundel Zwankendamme;Station;Gare;Gare
50.8807270003,4.38545499547;"{""type"": ""Point"", ""coordinates"": [4.385454995470899, 50.88072700029379]}";817;BE00817;FSRM;SCHAERBEEK-M;SCHAARBEEK-M;SCHAERBEEK-FAISCEAU M;SCHAARBEEK-BUNDEL M;Schaerbeek-M;Schaarbeek-M;Schaerbeek-Faisc. M;Schaarbeek-Bundel M;Schaerbeek-Faisceau M;Schaarbeek-Bundel M;Station;Gare;Gare
51.1075747336,3.38670058687;"{""type"": ""Point"", ""coordinates"": [3.386700586866429, 51.10757473358538]}";797;BE00797;FIA;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Stopplaats;Point d'arrêt;Point d'arrêt
